id;name;birth_date
2297;Gabrielle Zevin;2020-07-16
2298;Kristin Cashore;2020-07-15
2299;Pramoedya Ananta Toer;2020-07-16
2300;R.A. Salvatore;2020-07-16
2301;Terry Pratchett;2020-07-15
2302;Charlaine Harris;2020-07-16
2303;Brent Weeks;2020-07-16
2304;Clive Cussler;2020-07-16
2305;Chris Bohjalian;2020-07-15
2306;Katherine Dunn;2020-07-15
2307;Roxane Gay;2020-07-16
2308;Roger Zelazny;2020-07-15
2309;Michael Crichton;2020-07-16
2310;Sara Ryan;2020-07-16
2311;James McBride;2020-07-15
2312;Bernard Cornwell;2020-07-16
2313;Carol Shields;2020-07-16
2314;Evelyn Waugh;2020-07-16
2315;Jussi Adler-Olsen;2020-07-15
2316;Marilynne Robinson;2020-07-15
2317;Richard K. Morgan;2020-07-16
2318;Julie Kagawa;2020-07-15
2319;Wally Lamb;2020-07-16
2320;Mark  Lawrence;2020-07-16
2321;James A. Michener;2020-07-15
2322;Ernest Cline;2020-07-16
2323;Janet Evanovich;2020-07-16
2324;L. Frank Baum;2020-07-16
2325;Jacqueline Winspear;2020-07-15
2326;Suzanne Collins;2020-07-15
2327;Sonya Sones;2020-07-16
2328;Patrick O'Brian;2020-07-15
2329;Cormac McCarthy;2020-07-16
2330;James Grady;2020-07-16
2331;Irvine Welsh;2020-07-15
2332;Marie Lu;2020-07-16
2333;Timothy Ferriss;2020-07-16
2334;Mercedes Lackey;2020-07-16
2335;Flora Rheta Schreiber;2020-07-15
2336;Clive Cussler;2020-07-15
2337;Jennifer Lynn Barnes;2020-07-16
2338;Stephen King;2020-07-15
2339;Louise Erdrich;2020-07-16
2340;Emily Giffin;2020-07-16
2341;Anne McCaffrey;2020-07-15
2342;Patricia Highsmith;2020-07-16
2343;Kurt Vonnegut Jr.;2020-07-16
2344;Danielle Steel;2020-07-16
2345;Dean Koontz;2020-07-15
2346;Garth Nix;2020-07-15
2347;Elizabeth Wein;2020-07-16
2348;John Stuart Mill;2020-07-15
2349;Nelson DeMille;2020-07-16
2350;William R. Forstchen;2020-07-16
2351;Samantha Young;2020-07-15
2352;Jeff Kinney;2020-07-16
2353;Pat Conroy;2020-07-16
2354;Emily St. John Mandel;2020-07-16
2355;Lauren DeStefano;2020-07-15
2356;Jeffrey Archer;2020-07-15
2357;Eric S. Nylund;2020-07-16
2358;Kasie West;2020-07-15
2359;F. Scott Fitzgerald;2020-07-16
2360;Neil Gaiman;2020-07-16
2361;Cinda Williams Chima;2020-07-15
2362;Terry Brooks;2020-07-16
2363;Darren Shan;2020-07-16
2364;Danielle L. Jensen;2020-07-16
2365;J.R. Ward;2020-07-15
2366;Ben Aaronovitch;2020-07-15
2367;Michelle Magorian;2020-07-16
2368;Amy Tan;2020-07-15
2369;Shannon Hale;2020-07-16
2370;Adolf Hitler;2020-07-16
2371;Patricia Cornwell;2020-07-15
2372;David Eddings;2020-07-16
2373;Dee Henderson;2020-07-16
2374;Piers Anthony;2020-07-16
2375;Sidney Sheldon;2020-07-15
2376;V.C. Andrews;2020-07-15
2377;Brandon Sanderson;2020-07-16
2378;David Eddings;2020-07-15
2379;Terry Pratchett;2020-07-16
2380;Joe Abercrombie;2020-07-16
2381;Don Richardson;2020-07-15
2382;Chaim Potok;2020-07-16
2383;Gena Showalter;2020-07-16
2384;Roger Zelazny;2020-07-16
2385;Richard Paul Evans;2020-07-15
2386;Robin Hobb;2020-07-15
2387;Michael Ende;2020-07-16
2388;Robin McKinley;2020-07-15
2389;Agatha Christie;2020-07-16
2390;Michael Scott;2020-07-16
2391;Karin Slaughter;2020-07-15
2392;Miranda Kenneally;2020-07-16
2393;Ron Chernow;2020-07-16
2394;Eric Carle;2020-07-16
2395;Chris Pavone;2020-07-15
2396;Donna Woolfolk Cross;2020-07-15
2397;William C. Dietz;2020-07-16
2398;Edgar Allan Poe;2020-07-15
2399;"Colin Meloy; Carson Ellis";2020-07-16
2400;John Hodgman;2020-07-16
2401;John Grisham;2020-07-15
2402;Cormac McCarthy;2020-07-16
2403;Georgette Heyer;2020-07-16
2404;Timur Vermes;2020-07-16
2405;Anne McCaffrey;2020-07-15
2406;Frank De Felitta;2020-07-15
2407;William Gibson;2020-07-16
2408;Alan W. Watts;2020-07-15
2409;Nicholas Sparks;2020-07-16
2410;Cassandra Clare;2020-07-16
2411;Madeleine L'Engle;2020-07-15
2412;Sophie Kinsella;2020-07-16
2413;Maeve Binchy;2020-07-16
2414;Charlotte Rogan;2020-07-16
2415;Edith Pattou;2020-07-15
2416;Kathy Reichs;2020-07-15
2417;Agatha Christie;2020-07-16
2418;Janet Evanovich;2020-07-15
2419;Nathan  Hill;2020-07-16
2420;Anna Carey;2020-07-16
2421;Lois McMaster Bujold;2020-07-15
2422;Kim Harrison;2020-07-16
2423;Olivia Goldsmith;2020-07-16
2424;Melissa de la Cruz;2020-07-16
2425;Ursula K. Le Guin;2020-07-15
2426;Terry Pratchett;2020-07-15
2427;Tess Gerritsen;2020-07-16
2428;E.M. Forster;2020-07-15
2429;Tony Hawks;2020-07-16
2430;D.J. MacHale;2020-07-16
2431;Anthony Horowitz;2020-07-15
2432;Darynda Jones;2020-07-16
2433;Rita Mae Brown;2020-07-16
2434;Agatha Christie;2020-07-16
2435;Homer Hickam;2020-07-15
2436;Kurt Vonnegut Jr.;2020-07-15
2437;Kiera Cass;2020-07-16
2438;Elin Hilderbrand;2020-07-15
2439;Jeffrey Archer;2020-07-16
2440;John Flanagan;2020-07-16
2441;Jodi Picoult;2020-07-15
2442;Barbara Cooney;2020-07-16
2443;Paulo Coelho;2020-07-16
2444;Rachel Caine;2020-07-16
2445;"Edward Bloor; Danny De Vito";2020-07-15
2446;Julie James;2020-07-15
2447;Laurell K. Hamilton;2020-07-16
2448;Christopher Pike;2020-07-15
2449;"Albert Camus; Justin O'Brien";2020-07-16
2450;Brian Staveley;2020-07-16
2451;Jeannette Walls;2020-07-15
2452;Kate Chopin;2020-07-16
2453;Janet Evanovich;2020-07-16
2454;Carrie Ryan;2020-07-16
2455;Nick Hornby;2020-07-15
2456;Kate Jacobs;2020-07-15
2457;Lois McMaster Bujold;2020-07-16
2458;Robert A. Caro;2020-07-15
2459;Kelley Armstrong;2020-07-16
2460;A. Manette Ansay;2020-07-16
2461;Chelsea M. Cameron;2020-07-15
2462;Ken Follett;2020-07-16
2463;Sarah Dessen;2020-07-16
2464;Jenny  Lawson;2020-07-16
2465;David Baldacci;2020-07-15
2466;Peter Jenkins;2020-07-15
2467;Raymond E. Feist;2020-07-16
2468;Jeanne DuPrau;2020-07-15
2469;Charlaine Harris;2020-07-16
2470;Cinda Williams Chima;2020-07-16
2471;David James Duncan;2020-07-15
2472;Kevin Henkes;2020-07-16
2473;Anna Carey;2020-07-16
2474;Mark Kurlansky;2020-07-16
2475;Dava Sobel;2020-07-15
2476;Greg Iles;2020-07-15
2477;Laurell K. Hamilton;2020-07-16
2478;Wendelin Van Draanen;2020-07-15
2479;Frank Herbert;2020-07-16
2480;Kate Alcott;2020-07-16
2481;Marian Keyes;2020-07-15
2482;Sue Grafton;2020-07-16
2483;Patricia Cornwell;2020-07-16
2484;Cynthia J. McGean;2020-07-16
2485;Marie Rutkoski;2020-07-15
2486;Kelley Armstrong;2020-07-15
2487;Fannie Flagg;2020-07-16
2488;Emmuska Orczy;2020-07-15
2489;Jo Walton;2020-07-16
2490;Rhonda Byrne;2020-07-16
2491;Meg Cabot;2020-07-15
2492;Rachel Caine;2020-07-16
2493;Jeff Lindsay;2020-07-16
2494;W. Somerset Maugham;2020-07-16
2495;Alison Goodman;2020-07-15
2496;David Brin;2020-07-15
2497;Sophie Kinsella;2020-07-16
2498;Jim Butcher;2020-07-15
2499;Edward Said;2020-07-16
2500;Raymond Chandler;2020-07-16
2501;"Jack Welch; Suzy Welch";2020-07-15
2502;Shiv Khera;2020-07-16
2503;Mircea Eliade;2020-07-16
2504;Robert Ludlum;2020-07-16
2505;Vince Flynn;2020-07-15
2506;Keith Richards;2020-07-15
2507;Chuck Palahniuk;2020-07-16
2508;R.L. Stine;2020-07-15
2509;Gary Shteyngart;2020-07-16
2510;Sharon M. Draper;2020-07-16
2511;Chris Bohjalian;2020-07-15
2512;Agatha Christie;2020-07-16
2513;Robin Hobb;2020-07-16
2514;Alice Hoffman;2020-07-16
2515;Nelson DeMille;2020-07-15
2516;Ilona Andrews;2020-07-15
2517;Lynsay Sands;2020-07-16
2518;Sherrilyn Kenyon;2020-07-15
2519;Agatha Christie;2020-07-16
2520;Kylie Scott;2020-07-16
2521;Anna Todd;2020-07-15
2522;Steve Berry;2020-07-16
2523;Linda Howard;2020-07-16
2524;Robert Louis Stevenson;2020-07-16
2525;Benedict Jacka;2020-07-15
2526;Connie Willis;2020-07-15
2527;Larry Correia;2020-07-16
2528;Darynda Jones;2020-07-15
2529;Nora Roberts;2020-07-16
2530;Harlan Coben;2020-07-16
2531;Kentaro Yabuki;2020-07-15
2532;Nora Roberts;2020-07-16
2533;Beverly Cleary;2020-07-16
2534;Charles Stross;2020-07-16
2535;Stephenie Meyer;2020-07-15
2536;C.S. Lewis;2020-07-15
2537;Ian Fleming;2020-07-16
2538;Margaret Atwood;2020-07-15
2539;Mark Haddon;2020-07-16
2540;Bernard Cornwell;2020-07-16
2541;Jennifer Echols;2020-07-15
2542;Noah Gordon;2020-07-16
2543;John Grisham;2020-07-16
2544;Sara Zarr;2020-07-16
2545;Jean M. Auel;2020-07-15
2546;Michael Crichton;2020-07-15
2547;Ilona Andrews;2020-07-16
2548;Dennis Lehane;2020-07-15
2549;Jane Shemilt;2020-07-16
2550;Patricia Briggs;2020-07-16
2551;Janet Evanovich;2020-07-15
2552;Omar Tyree;2020-07-16
2553;John Updike;2020-07-16
2554;Max Frisch;2020-07-16
2555;Gary Brandner;2020-07-15
2556;Alexandra Adornetto;2020-07-15
2557;James S.A. Corey;2020-07-16
2558;James Patterson;2020-07-15
2559;Isaac Asimov;2020-07-16
2560;Rudyard Kipling;2020-07-16
2561;Eric S. Nylund;2020-07-15
2562;Christopher Moore;2020-07-16
2563;Sarah Dessen;2020-07-16
2564;Christopher Moore;2020-07-16
2565;Nora Roberts;2020-07-15
2566;Isaac Asimov;2020-07-15
2567;Sarah Jio;2020-07-16
2568;Charlaine Harris;2020-07-15
2569;D.J. MacHale;2020-07-16
2570;Jerry Spinelli;2020-07-16
2571;Emma Healey;2020-07-15
2572;John Flanagan;2020-07-16
2573;Deeanne Gist;2020-07-16
2574;Louise Doughty;2020-07-16
2575;Gail Carriger;2020-07-15
2576;Gena Showalter;2020-07-15
2577;Jasper Fforde;2020-07-16
2578;Gary Larson;2020-07-15
2579;Alex Gino;2020-07-16
2580;Ian McEwan;2020-07-16
2581;Trudi Canavan;2020-07-15
2582;Shelly Laurenston;2020-07-16
2583;Robert Cormier;2020-07-16
2584;Piers Anthony;2020-07-16
2585;Isaac Asimov;2020-07-15
2586;Kevin Hearne;2020-07-15
2587;J.R. Ward;2020-07-16
2588;Anita Shreve;2020-07-15
2589;Cassandra Clare;2020-07-16
2590;Jason Mott;2020-07-16
2591;Kelley Armstrong;2020-07-15
2592;Guy Gavriel Kay;2020-07-16
2593;C.S. Lewis;2020-07-16
2594;Richard Condon;2020-07-16
2595;John Steinbeck;2020-07-15
2596;Lisa Genova;2020-07-15
2597;Jess Walter;2020-07-16
2598;Louise Penny;2020-07-15
2599;W. Somerset Maugham;2020-07-16
2600;Brent Weeks;2020-07-16
2601;Cheryl McIntyre;2020-07-15
2602;Carl Hiaasen;2020-07-16
2603;William Gibson;2020-07-16
2604;Iain M. Banks;2020-07-16
2605;John Darnielle;2020-07-15
2606;Agatha Christie;2020-07-15
2607;Jennifer Echols;2020-07-16
2608;Amitav Ghosh;2020-07-15
2609;Garth Nix;2020-07-16
2610;Dean Koontz;2020-07-16
2611;Elmore Leonard;2020-07-15
2612;Ann Cleeves;2020-07-16
2613;Amy Tan;2020-07-16
2614;Anna Quindlen;2020-07-16
2615;Jeff Lindsay;2020-07-15
2616;Carlos Fuentes;2020-07-15
2617;Ann Aguirre;2020-07-16
2618;Judith McNaught;2020-07-15
2619;Laini Taylor;2020-07-16
2620;Michael Crichton;2020-07-16
2621;Clive Cussler;2020-07-15
2622;Terry Pratchett;2020-07-16
2623;Patricia Briggs;2020-07-16
2624;Fred Gipson;2020-07-16
2625;John Connolly;2020-07-15
2626;Louise Erdrich;2020-07-15
2627;Diana Wynne Jones;2020-07-16
2628;Francine Rivers;2020-07-15
2629;Lois Lowry;2020-07-16
2630;Tami Hoag;2020-07-16
2631;B.A. Shapiro;2020-07-15
2632;C.S. Lewis;2020-07-16
2633;John Sandford;2020-07-16
2634;Elin Hilderbrand;2020-07-16
2635;Dan Brown;2020-07-15
2636;Jodi Picoult;2020-07-15
2637;Julia Heaberlin;2020-07-16
2638;Garth Nix;2020-07-15
2639;Victoria Aveyard;2020-07-16
2640;Chuck Palahniuk;2020-07-16
2641;Alexandra Bracken;2020-07-15
2642;Vera B. Williams;2020-07-16
2643;Karin Slaughter;2020-07-16
2644;Lori Nelson Spielman;2020-07-16
2645;Lauren Oliver;2020-07-15
2646;Chuck Palahniuk;2020-07-15
2647;Khushwant Singh;2020-07-16
2648;Karen Marie Moning;2020-07-15
2649;Paul Auster;2020-07-16
2650;Russell Brand;2020-07-16
2651;Lindsey Kelk;2020-07-15
2652;Ilana Tan;2020-07-16
2653;Bret Easton Ellis;2020-07-16
2654;Susan Ee;2020-07-16
2655;V.C. Andrews;2020-07-15
2656;Laura Whitcomb;2020-07-15
2657;Kenneth Oppel;2020-07-16
2658;Kazu Kibuishi;2020-07-15
2659;Lois Lowry;2020-07-16
2660;James Rollins;2020-07-16
2661;Thomas Pynchon;2020-07-15
2662;Jessi Klein;2020-07-16
2663;Ian McEwan;2020-07-16
2664;Lisa Kleypas;2020-07-16
2665;Stephen King;2020-07-15
2666;John Grisham;2020-07-15
2667;Barbara Delinsky;2020-07-16
2668;L.M. Montgomery;2020-07-15
2669;Sinclair Lewis;2020-07-16
2670;Robin Hobb;2020-07-16
2671;Joanne Harris;2020-07-15
2672;Catherine Fisher;2020-07-16
2673;Susanna Kearsley;2020-07-16
2674;Lisa Jewell;2020-07-16
2675;Ray Bradbury;2020-07-15
2676;Ursula K. Le Guin;2020-07-15
2677;Anne Rice;2020-07-16
2678;Tawni O'Dell;2020-07-15
2679;Paul Auster;2020-07-16
2680;Richelle Mead;2020-07-16
2681;Grant Naylor;2020-07-15
2682;Jean M. Auel;2020-07-16
2683;Brandon Sanderson;2020-07-16
2684;Olivia Cunning;2020-07-16
2685;Sue Monk Kidd;2020-07-15
2686;Dorothy L. Sayers;2020-07-15
2687;David Nicholls;2020-07-16
2688;Christopher Paolini;2020-07-15
2689;Brad Thor;2020-07-16
2690;Patricia Cornwell;2020-07-16
2691;John Irving;2020-07-15
2692;Jodi Lynn Anderson;2020-07-16
2693;Philip Roth;2020-07-16
2694;Pat Conroy;2020-07-16
2695;Colleen Hoover;2020-07-15
2696;Sophie Kinsella;2020-07-15
2697;Glen Cook;2020-07-16
2698;Renee Ahdieh;2020-07-15
2699;R.A. Salvatore;2020-07-16
2700;Marilynne Robinson;2020-07-16
2701;Christine Feehan;2020-07-15
2702;Tom Rath;2020-07-16
2703;Ulrich Bischoff;2020-07-16
2704;Alice Walker;2020-07-16
2705;Julia Glass;2020-07-15
2706;Matthew Reilly;2020-07-15
2707;Deborah Rodriguez;2020-07-16
2708;Susan Beth Pfeffer;2020-07-15
2709;Stephen King;2020-07-16
2710;Victoria Aveyard;2020-07-16
2711;Miriam Toews;2020-07-15
2712;Robert Bloch;2020-07-16
2713;Maeve Binchy;2020-07-16
2714;Charles Bukowski;2020-07-16
2715;Sabaa Tahir;2020-07-15
2716;Lisa Gardner;2020-07-15
2717;Linwood Barclay;2020-07-16
2718;Anne Bishop;2020-07-15
2719;Janet Evanovich;2020-07-16
2720;Arthur Conan Doyle;2020-07-16
2721;Terry Pratchett;2020-07-15
2722;Frederick Forsyth;2020-07-16
2723;Paul Torday;2020-07-16
2724;Melvin Burgess;2020-07-16
2725;Nora Roberts;2020-07-15
2726;Karin Slaughter;2020-07-15
2727;Ransom Riggs;2020-07-16
2728;Lee Child;2020-07-15
2729;Peter Heller;2020-07-16
2730;Katie Ashley;2020-07-16
2731;Henry Hazlitt;2020-07-15
2732;"Dava Sobel; Neil Armstrong";2020-07-16
2733;Craig Thompson;2020-07-16
2734;Daniel Silva;2020-07-16
2735;Laura Lippman;2020-07-15
2736;Frank E. Peretti;2020-07-15
2737;Philip K. Dick;2020-07-16
2738;Brent Weeks;2020-07-15
2739;Laura Moriarty;2020-07-16
2740;Faith Hunter;2020-07-16
2741;Jim Butcher;2020-07-15
2742;Clive Barker;2020-07-16
2743;Emily Murdoch;2020-07-16
2744;Barbara Delinsky;2020-07-16
2745;Nora Roberts;2020-07-15
2746;Mark  Lawrence;2020-07-15
2747;J. Courtney Sullivan;2020-07-16
2748;Nelson DeMille;2020-07-15
2749;Frank E. Peretti;2020-07-16
2750;Terry Brooks;2020-07-16
2751;Nicholas Evans;2020-07-15
2752;Philip Reeve;2020-07-16
2753;Pat Conroy;2020-07-16
2754;Michael Morpurgo;2020-07-16
2755;Alice Hoffman;2020-07-15
2756;Alex Kava;2020-07-15
2757;Tamora Pierce;2020-07-16
2758;Judy Blume;2020-07-15
2759;Rudolfo Anaya;2020-07-16
2760;Leon Uris;2020-07-16
2761;Jennifer Probst;2020-07-15
2762;Jamie McGuire;2020-07-16
2763;Lauren Beukes;2020-07-16
2764;Christine Feehan;2020-07-16
2765;Julia Quinn;2020-07-15
2766;"T.C. Boyle; Richard Poe";2020-07-15
2767;Claudia Gray;2020-07-16
2768;David Eddings;2020-07-15
2769;John Grisham;2020-07-16
2770;Rosamunde Pilcher;2020-07-16
2771;Dean Koontz;2020-07-15
2772;Garth Nix;2020-07-16
2773;Judith McNaught;2020-07-16
2774;Maeve Binchy;2020-07-16
2775;Melissa de la Cruz;2020-07-15
2776;Anne Rice;2020-07-15
2777;Dave Barry;2020-07-16
2778;David Small;2020-07-15
2779;Elisabeth Egan;2020-07-16
2780;Meg Cabot;2020-07-16
2781;Moira Young;2020-07-15
2782;Robert Frost;2020-07-16
2783;John Scalzi;2020-07-16
2784;Amor Towles;2020-07-16
2785;Nora Roberts;2020-07-15
2786;Peter V. Brett;2020-07-15
2787;Jamie Ford;2020-07-16
2788;Bree Despain;2020-07-15
2789;Dan Wells;2020-07-16
2790;Dennis Lehane;2020-07-16
2791;Patricia Briggs;2020-07-15
2792;Amy Harmon;2020-07-16
2793;Meg Cabot;2020-07-16
2794;Nalini Singh;2020-07-16
2795;Renee Ahdieh;2020-07-15
2796;Jonathan Stroud;2020-07-15
2797;Orson Scott Card;2020-07-16
2798;Dee Lestari;2020-07-15
2799;Orson Scott Card;2020-07-16
2800;Cormac McCarthy;2020-07-16
2801;Douglas Preston;2020-07-15
2802;P.B. Kerr;2020-07-16
2803;Garth Nix;2020-07-16
2804;Melissa Marr;2020-07-16
2805;Cath Crowley;2020-07-15
2806;Angie Sage;2020-07-15
2807;Margaret Atwood;2020-07-16
2808;Jan Karon;2020-07-15
2809;Hillary Rodham Clinton;2020-07-16
2810;Arthur Conan Doyle;2020-07-16
2811;Frank E. Peretti;2020-07-15
2812;Lara Adrian;2020-07-16
2813;Tana French;2020-07-16
2814;E.L. Doctorow;2020-07-16
2815;Morgan Matson;2020-07-15
2816;Cormac McCarthy;2020-07-15
2817;Marissa Meyer;2020-07-16
2818;Esi Edugyan;2020-07-15
2819;Tad Williams;2020-07-16
2820;Kerstin Gier;2020-07-16
2821;Dan Brown;2020-07-15
2822;Robin Cook;2020-07-16
2823;Catherine Marshall;2020-07-16
2824;Cynthia D'Aprix Sweeney;2020-07-16
2825;Ann Patchett;2020-07-15
2826;Doug Lloyd;2020-07-15
2827;Melina Marchetta;2020-07-16
2828;Loretta Chase;2020-07-15
2829;Alwyn Hamilton;2020-07-16
2830;Tom Robbins;2020-07-16
2831;Sue Grafton;2020-07-15
2832;Rae Carson;2020-07-16
2833;Tana French;2020-07-16
2834;Terry Goodkind;2020-07-16
2835;Sarah J. Maas;2020-07-15
2836;Sophie Jordan;2020-07-15
2837;Louise Penny;2020-07-16
2838;Beverly Cleary;2020-07-15
2839;John Scalzi;2020-07-16
2840;Sandra Boynton;2020-07-16
2841;Christine Feehan;2020-07-15
2842;Michelle Moran;2020-07-16
2843;Dean Koontz;2020-07-16
2844;J.R. Ward;2020-07-16
2845;Jhumpa Lahiri;2020-07-15
2846;Jacqueline Winspear;2020-07-15
2847;Jenny Han;2020-07-16
2848;John Grisham;2020-07-15
2849;L.E. Modesitt Jr.;2020-07-16
2850;Michelle Richmond;2020-07-16
2851;Nalini Singh;2020-07-15
2852;Charlie Higson;2020-07-16
2853;Kresley Cole;2020-07-16
2854;Richard Adams;2020-07-16
2855;Ellen Hopkins;2020-07-15
2856;Stephen R. Donaldson;2020-07-15
2857;L.M. Montgomery;2020-07-16
2858;Eoin Colfer;2020-07-15
2859;Nora Roberts;2020-07-16
2860;Steven  Rowley;2020-07-16
2861;Irwin Shaw;2020-07-15
2862;Roger Zelazny;2020-07-16
2863;Lisa Gardner;2020-07-16
2864;Jeff VanderMeer;2020-07-16
2865;Nora Roberts;2020-07-15
2866;Teju Cole;2020-07-15
2867;Leila Meacham;2020-07-16
2868;William Shakespeare;2020-07-15
2869;Jeffrey Archer;2020-07-16
2870;Brad Thor;2020-07-16
2871;Lev Grossman;2020-07-15
2872;Monica  Murphy;2020-07-16
2873;Kiera Cass;2020-07-16
2874;Rae Carson;2020-07-16
2875;Alice Sebold;2020-07-15
2876;Jackie Collins;2020-07-15
2877;Colleen Houck;2020-07-16
2878;David Baldacci;2020-07-15
2879;Sarah MacLean;2020-07-16
2880;Stephen King;2020-07-16
2881;"Milan Kundera; Linda Asher";2020-07-15
2882;Stephen King;2020-07-16
2883;N.K. Jemisin;2020-07-16
2884;Frank McCourt;2020-07-16
2885;Nelson DeMille;2020-07-15
2886;Patricia Cornwell;2020-07-15
2887;Sue Grafton;2020-07-16
2888;Nora Roberts;2020-07-15
2889;Nora Roberts;2020-07-16
2890;Alex Berenson;2020-07-16
2891;Cynthia Lord;2020-07-15
2892;Robert C. O'Brien;2020-07-16
2893;Michael Connelly;2020-07-16
2894;Richard Castle;2020-07-16
2895;Rachel Kushner;2020-07-15
2896;Arthur Hailey;2020-07-15
2897;Natasha Solomons;2020-07-16
2898;E.M. Forster;2020-07-15
2899;Tobias Wolff;2020-07-16
2900;Julie   Murphy;2020-07-16
2901;Harlan Coben;2020-07-15
2902;Matthew Reilly;2020-07-16
2903;Janet Evanovich;2020-07-16
2904;Stephen King;2020-07-16
2905;Harlan Coben;2020-07-15
2906;Karin Slaughter;2020-07-15
2907;David Baldacci;2020-07-16
2908;Lisa Lutz;2020-07-15
2909;Dorothy L. Sayers;2020-07-16
2910;Justin Cronin;2020-07-16
2911;Cinda Williams Chima;2020-07-15
2912;Cynthia Swanson;2020-07-16
2913;Chad Harbach;2020-07-16
2914;Jean de Brunhoff;2020-07-16
2915;Nora Roberts;2020-07-15
2916;Robert A. Caro;2020-07-15
2917;P.D. James;2020-07-16
2918;Robyn Carr;2020-07-15
2919;Jeff Shaara;2020-07-16
2920;Sherrilyn Kenyon;2020-07-16
2921;James Rollins;2020-07-15
2922;Rick Yancey;2020-07-16
2923;Ted Dekker;2020-07-16
2924;James Patterson;2020-07-16
2925;Sheri Reynolds;2020-07-15
2926;John Grisham;2020-07-15
2927;Scott Westerfeld;2020-07-16
2928;Diana Gabaldon;2020-07-15
2929;Lorenzo Carcaterra;2020-07-16
2930;Joelle Charbonneau;2020-07-16
2931;P.D. James;2020-07-15
2932;Brandon Mull;2020-07-16
2933;Eckhart Tolle;2020-07-16
2934;Wendy Mass;2020-07-16
2935;Julia Quinn;2020-07-15
2936;L.A. Weatherly;2020-07-15
2937;Cristin Terrill;2020-07-16
2938;Margaret Atwood;2020-07-15
2939;Bruce Springsteen;2020-07-16
2940;Thomas Wolfe;2020-07-16
2941;Chelsea Cain;2020-07-15
2942;Bill Clinton;2020-07-16
2943;Myla Goldberg;2020-07-16
2944;Evan Wright;2020-07-16
2945;Dean Koontz;2020-07-15
2946;Sarah Addison Allen;2020-07-15
2947;Sophie Kinsella;2020-07-16
2948;Ben H. Winters;2020-07-15
2949;T.H. White;2020-07-16
2950;Thomas Harris;2020-07-16
2951;Liza Klaussmann;2020-07-15
2952;Sandra Brown;2020-07-16
2953;Ruth Reichl;2020-07-16
2954;Jasper Fforde;2020-07-16
2955;Ilona Andrews;2020-07-15
2956;Mary Higgins Clark;2020-07-15
2957;Timothy Zahn;2020-07-16
2958;Kresley Cole;2020-07-15
2959;David Sedaris;2020-07-16
2960;Cecelia Ahern;2020-07-16
2961;James Rollins;2020-07-15
2962;Mo Hayder;2020-07-16
2963;Ian McEwan;2020-07-16
2964;Melissa de la Cruz;2020-07-16
2965;David Brin;2020-07-15
2966;Garth Nix;2020-07-15
2967;Lionel Shriver;2020-07-16
2968;David Eddings;2020-07-15
2969;Jay McInerney;2020-07-16
2970;Stephen King;2020-07-16
2971;Brodi Ashton;2020-07-15
2972;Amanda Brown;2020-07-16
2973;Joseph Boyden;2020-07-16
2974;Natasha Preston;2020-07-16
2975;Diana Wynne Jones;2020-07-15
2976;Sherman Alexie;2020-07-15
2977;Brandon Sanderson;2020-07-16
2978;Stephen King;2020-07-15
2979;J.R. Ward;2020-07-16
2980;Stephen King;2020-07-16
2981;Rick Yancey;2020-07-15
2982;Sophie Kinsella;2020-07-16
2983;Wally Lamb;2020-07-16
2984;James Patterson;2020-07-16
2985;J.A. Redmerski;2020-07-15
2986;Rachel Caine;2020-07-15
2987;Sigmund Freud;2020-07-16
2988;David Mitchell;2020-07-15
2989;Alice Walker;2020-07-16
2990;Chuck Wendig;2020-07-16
2991;Lissa Price;2020-07-15
2992;Robin Hobb;2020-07-16
2993;Jeff VanderMeer;2020-07-16
2994;Kim Stanley Robinson;2020-07-16
2995;Cate Tiernan;2020-07-15
2996;James Clavell;2020-07-15
2997;S.A.R.K.;2020-07-16
2998;Nickolas Butler;2020-07-15
2999;Janet Evanovich;2020-07-16
3000;John Sandford;2020-07-16
3001;Marlo Morgan;2020-07-15
3002;Karen Marie Moning;2020-07-16
3003;Enid Blyton;2020-07-16
3004;Amy Tan;2020-07-16
3005;Robert Ludlum;2020-07-15
3006;M.T. Anderson;2020-07-15
3007;Stephen R. Donaldson;2020-07-16
3008;Pittacus Lore;2020-07-15
3009;Barbara Delinsky;2020-07-16
3010;Erich Segal;2020-07-16
3011;Lauren Oliver;2020-07-15
3012;Anita Shreve;2020-07-16
3013;Brad Thor;2020-07-16
3014;Sara Zarr;2020-07-16
3015;Tamora Pierce;2020-07-15
3016;J.D. Salinger;2020-07-15
3017;Rosamunde Pilcher;2020-07-16
3018;Lloyd Jones;2020-07-15
3019;"CLAMP; William Flanagan";2020-07-16
3020;Mercedes Lackey;2020-07-16
3021;Hunter S. Thompson;2020-07-15
3022;Terry Brooks;2020-07-16
3023;Kristin Levine;2020-07-16
3024;Dan Abnett;2020-07-16
3025;Oliver Sacks;2020-07-15
3026;Lloyd Alexander;2020-07-15
3027;Josephine Angelini;2020-07-16
3028;Deborah Harkness;2020-07-15
3029;Lauren Barnholdt;2020-07-16
3030;Donna Tartt;2020-07-16
3031;Rick Riordan;2020-07-15
3032;Kate Grenville;2020-07-16
3033;Alain de Botton;2020-07-16
3034;Genevieve Cogman;2020-07-16
3035;Tony Hillerman;2020-07-15
3036;Nora Roberts;2020-07-15
3037;Andrea Hirata;2020-07-16
3038;Jennifer Weiner;2020-07-15
3039;Anthony  Ryan;2020-07-16
