id;title;description;publication_date;price
3847;Once and Always;Greenwillow Books;2020-07-16;176
3848;Second Life;New American Library;2020-07-15;720
3849;Ruby Holler;VIZ Media LLC;2020-07-16;448
3850;The Liar;Viz Media;2020-07-16;448
3851;Dairy Queen;Viz Media;2020-07-15;352
3852;Unbelievable;VIZ Media LLC;2020-07-16;81
3853;The MasterHarper of Pern;TokyoPop;2020-07-16;768
3854;Regeneration;TokyoPop;2020-07-16;60
3855;Bad Luck and Trouble;TokyoPop;2020-07-15;32
3856;Princess in Pink;TokyoPop;2020-07-15;520
3857;The Alloy of Law;講談社;2020-07-16;224
3858;Letter to a Christian Nation;Kids Can Press;2020-07-15;214
3859;A Walk Across the Sun;St. Martins Press;2020-07-16;144
3860;No Country for Old Men;Harry N. Abrams;2020-07-16;144
3861;Sang Pemimpi;Harper Voyager;2020-07-15;272
3862;The System of the World;Bantam Spectra;2020-07-16;256
3863;Flight: A Novel;EOS;2020-07-16;175
3864;Born in Shame;Wildside Press;2020-07-16;166
3865;Absolution Gap;Harper Voyager;2020-07-15;400
3866;The Judas Strain;iBooks;2020-07-15;150
3867;Cards on the Table;Random House;2020-07-16;224
3868;Jackdaws;Simon Pulse;2020-07-15;336
3869;Without Fail ;Random House;2020-07-16;181
3870;The Siren;Simon Pulse;2020-07-16;1088
3871;Little Children;Simon Pulse;2020-07-15;154
3872;Art of Seduction;Simon Pulse;2020-07-16;288
3873;The Known World;Simon Pulse;2020-07-16;224
3874;Swallowing Darkness;Simon Pulse;2020-07-16;192
3875;Night Pleasures;Random House Trade Paperbacks;2020-07-15;32
3876;The Girl on the Train;Your Coach Digital;2020-07-15;437
3877;Darkfever;Kingfisher;2020-07-16;650
3878;Crave;Gibbs Smith;2020-07-15;192
3879;Ten Little Niggers;HarperCollins;2020-07-16;461
3880;Masquerade;Wizards of the Coast;2020-07-16;796
3881;Holidays on Ice;Corgi;2020-07-15;70
3882;Put Me in the Zoo;Aladdin;2020-07-16;398
3883;Autobiography of a Face;Spectra;2020-07-16;463
3884;Rivers of London;Dabel Brothers Productions;2020-07-16;224
3885;The Black Cauldron;Random House Vintage;2020-07-15;272
3886;Bloodrose;Yearling;2020-07-15;914
3887;Chomp!;BantamSpectra;2020-07-16;538
3888;The Windup Girl;AvonEos;2020-07-15;358
3889;Magic Study;Avon Books;2020-07-16;224
3890;As You Like It;Tor Books;2020-07-16;256
3891;Vision in White;Tor Fantasy;2020-07-15;144
3892;City of Glass;Orbit;2020-07-16;118
3893;The Longest Day;Faber  Faber;2020-07-16;96
3894;The Polar Express;Vermilion;2020-07-16;240
3895;Rabbit at Rest;Wisdom Publications;2020-07-15;188
3896;American Psycho;Rizzoli;2020-07-15;225
3897;Blue Moon;Tor Books;2020-07-16;132
3898;The Darkest Hour;Tor;2020-07-15;272
3899;Stepbrother Dearest;Tor Books;2020-07-16;224
3900;Wishful Drinking;Tor Books;2020-07-16;185
3901;The Cat in the Hat Comes Back;Tor Books;2020-07-15;144
3902;The Sirens of Titan;Alfred A. Knopf;2020-07-16;272
3903;Valis;Tor Books;2020-07-16;178
3904;The 20th Century Art Book;Tor Fantasy;2020-07-16;400
3905;The Bird and the Sword;Scribner;2020-07-15;467
3906;Before the Fall;Vintage;2020-07-15;736
3907;The Queen of the Damned;William Morrow;2020-07-16;796
3908;Toll the Hounds;William Morrow;2020-07-15;1013
3909;The Atrocity Archives;Atria Books;2020-07-16;796
3910;The Chocolate War;Pan;2020-07-16;16
3911;The Last Dragonslayer;Scholastic Paperbacks;2020-07-15;720
3912;Willow;Bethany House Publishers;2020-07-16;96
3913;Velocity;Random House;2020-07-16;288
3914;Nexus;University of Toronto Press;2020-07-16;13
3915;All-of-a-Kind Family;Routledge;2020-07-15;32
3916;Devil's Game;Games Workshop;2020-07-15;32
3917;The Dive From Clausen's Pier;DAW Books;2020-07-16;333
3918;Path of the Assassin;DAW;2020-07-15;224
3919;Pursuit of God;Luna Books;2020-07-16;475
3920;How We Decide;Luna Books;2020-07-16;485
3921;Mockingbird;DAW;2020-07-15;401
3922;The Wretched of Muirwood;Baen;2020-07-16;224
3923;Raise the Titanic!;Daw Books;2020-07-16;218
3924;On Chesil Beach;DAW;2020-07-16;32
3925;Shadow Kiss;DAW;2020-07-15;32
3926;Reunion;Daw Books;2020-07-15;358
3927;The Paper Magician;Baen;2020-07-16;224
3928;Fatal Voyage;DAW;2020-07-15;931
3929;The Concrete Blonde;DAW;2020-07-16;160
3930;Hold Still;DAW;2020-07-16;275
3931;Sleeping Arrangements;Daw Books;2020-07-15;258
3932;The Blue Castle;Daw Books;2020-07-16;80
3933;Tintentod;DAW;2020-07-16;310
3934;Killing Floor;DAW;2020-07-16;240
3935;Red Lily;Daw Books;2020-07-15;336
3936;Harriet the Spy;Roc Hardcover;2020-07-15;100
3937;Drinking: A Love Story;St. Martins Press-3PL;2020-07-16;88
3938;Supernaturally;DAW;2020-07-15;313
3939;"Full Dark; No Stars";Baen;2020-07-16;776
3940;The Android's Dream;DAW;2020-07-16;397
3941;Delusion in Death;St. Martins Press-3PL;2020-07-15;489
3942;Birdsong;Luna Books;2020-07-16;411
3943;Ice Station;Daw Books;2020-07-16;289
3944;Saving June;Penguin;2020-07-16;32
3945;Last Argument of Kings;University of California Press;2020-07-15;596
3946;Midnight Awakening ;Vintage;2020-07-15;320
3947;Redshirts;Counterpoint;2020-07-16;448
3948;The Water Knife;Farrar  Straus and Giroux;2020-07-15;319
3949;Rainbow Six;Kodansha International;2020-07-16;324
3950;The Six Sacred Stones;Counterpoint;2020-07-16;416
3951;The Secret Chord;Rizzoli International Publications;2020-07-15;4
3952;The Dreaming Void;Penguin Classics;2020-07-16;496
3953;The Matarese Circle;MacAdam/Cage;2020-07-16;208
3954;Never Seduce a Scot;Harlequin Books;2020-07-16;208
3955;The summer I turned pretty;Silhouette Special Edition;2020-07-15;200
3956;Lake in the Clouds;Bloomsbury;2020-07-15;240
3957;Double Cross;Bloomsbury;2020-07-16;336
3958;Brian's Winter;Scholastic Paperbacks;2020-07-15;624
3959;The Wedding Girl;HarperCollins;2020-07-16;463
3960;Orphan Train;Puffin Books;2020-07-16;350
3961;Bag of Bones;Millenium;2020-07-15;308
3962;As The Crow Flies;Del Rey Books;2020-07-16;277
3963;Double Indemnity;St. Martin's Paperbacks;2020-07-16;120
3964;Dark Flame;Imprint Academic;2020-07-16;201
3965;Locked On;Carlsen;2020-07-15;256
3966;The Rogue;Penguin Classics;2020-07-15;187
3967;"Lucia; Lucia";Farrar  Straus and Giroux;2020-07-16;288
3968;A Bend in the River;Companhia das Letras;2020-07-15;354
3969;The Scarlet Feather;ADV Manga;2020-07-16;336
3970;Ordinary People;ADV Manga;2020-07-16;320
3971;The Big Over Easy;ADV Manga;2020-07-15;304
3972;Cryptonomicon;VeloPress;2020-07-16;432
3973;The Amber Spyglass;City Lights Publishers;2020-07-16;368
3974;Handle with Care;Hachette Books;2020-07-16;281
3975;The Innocent Man;Sounds True;2020-07-15;432
3976;Dad Is Fat;Penguin Books;2020-07-15;96
3977;Patient Zero;Transworld Publishers;2020-07-16;208
3978;The Book of Joe;VIZ Media LLC;2020-07-15;288
3979;Zeitoun;Candlewick Press;2020-07-16;165
3980;Sex and the City;Golden/Disney;2020-07-16;336
3981;Corduroy;Babel;2020-07-15;288
3982;The Miracle Worker;Penguin Books;2020-07-16;464
3983;A Prisoner of Birth;Harper Perennial Modern Classics;2020-07-16;522
3984;First Family;Digital Manga Publishing;2020-07-16;376
3985;Motherless Brooklyn;Bradford Book;2020-07-15;128
3986;Pnin;Vintage;2020-07-15;368
3987;We Are Called to Rise;University of Minnesota Press;2020-07-16;672
3988;Child of the Prophecy ;Little  Brown and Company;2020-07-15;244
3989;The Westing Game;Grosset & Dunlap;2020-07-16;304
3990;Silver on the Tree;Library of American Comics;2020-07-16;465
3991;Eight Cousins;Orion Paperbacks;2020-07-15;234
3992;The Sight;Library of America;2020-07-16;328
3993;Every Day;Citadel;2020-07-16;272
3994;The Aviator's Wife;Vintage;2020-07-16;304
3995;Gerald's Game;Citadel;2020-07-15;648
3996;Black Like Me;Citadel Press;2020-07-15;256
3997;Mr. Murder;Dell Publishing Company;2020-07-16;318
3998;A Million Little Pieces;Salamandra;2020-07-15;40
3999;Pretty Little Liars;Penguin Books;2020-07-16;465
4000;Danse Macabre;Mariner Books;2020-07-16;454
4001;A is for Alibi;Mariner Books;2020-07-15;400
4002;Lie Down With Lions;Mariner Books;2020-07-16;399
4003;Summer Island;Amereon Ltd;2020-07-16;40
4004;The Silent Girl;Atlantic Books;2020-07-16;357
4005;Memory in Death ;Harper;2020-07-15;603
4006;Anthem;Penguin Books;2020-07-15;40
4007;A Virtuous Woman ;St. Martin's Paperbacks;2020-07-16;480
4008;A Year Down Yonder;St. Martin's Paperbacks;2020-07-15;316
4009;The Middle Place;Harper Perennial;2020-07-16;458
4010;The Third Twin;Harper Perennial;2020-07-16;337
4011;The Sea;Anchor;2020-07-15;417
4012;The Thief of Always;Penguin;2020-07-16;216
4013;Escape;Harvill Press;2020-07-16;546
4014;The Summoning;Vintage;2020-07-16;744
4015;Sisters;Vintage;2020-07-15;432
4016;Caleb's Crossing;Vintage;2020-07-15;304
4017;The Leftovers;Vintage;2020-07-16;274
4018;Violin;Vintage Classics;2020-07-15;928
4019;The Magic (The Secret #3);Vintage;2020-07-16;385
4020;The Glass Menagerie;Everyman's Library;2020-07-16;300
4021;Paris;Vintage;2020-07-15;1270
4022;Inside Out & Back Again;Alfred A. Knopf;2020-07-16;736
4023;The Winter People;Vintage;2020-07-16;78
4024;Breakfast with Buddha;Vintage;2020-07-16;272
4025;Gold;Vintage;2020-07-15;252
4026;Sons of Fortune;Vintage;2020-07-15;94
4027;Dead Ever After;Kodansha;2020-07-16;214
4028;A Light in the Attic;Bloomsbury Publishing;2020-07-15;909
4029;Plainsong;Anchor Books;2020-07-16;96
4030;Home Again;Anchor;2020-07-16;266
4031;The Enchantress;Penguin Books Ltd;2020-07-15;208
4032;The Night Sister;Salamandra;2020-07-16;168
4033;Invisible Prey;Wildside Press;2020-07-16;64
4034;The Little House;Simon  Schuster;2020-07-16;144
4035;Dark Matter;Wenner Books;2020-07-15;24
4036;Virals;Bloomsbury Academic;2020-07-15;24
4037;Bridge of Sighs;Vintage;2020-07-16;160
4038;The Scarpetta Factor ;Hodder & Stoughton;2020-07-15;112
4039;Baby Proof;Delta;2020-07-16;266
4040;Fever Pitch;Penguin Books;2020-07-16;56
4041;Mossflower;Penguin Classics;2020-07-15;1347
4042;Angela's Ashes: A Memoir;Bantam Doubleday Dell Publishing Group;2020-07-16;288
4043;The Folk of Faraway Tree;Grand Central Publishing;2020-07-16;128
4044;Congo;Listening Library (Audio);2020-07-16;353
4045;Eleven on Top;Scholastic Reference;2020-07-15;360
4046;Honor's Splendour;Vintage;2020-07-15;278
4047;The Neighbor;Disney Press;2020-07-16;535
4048;Rainbow Valley;Pocket Star;2020-07-15;419
4049;The Moon Is Down;Pocket Books;2020-07-16;416
4050;Girl in Hyacinth Blue;Pocket Books;2020-07-16;384
4051;The Outlaw Demon Wails ;Jossey-Bass;2020-07-15;384
4052;Iron Kissed;Kent State University Press (OH);2020-07-16;384
4053;The Orchardist;Scholastic Paperbacks;2020-07-16;276
4054;Affliction;Da Capo Press;2020-07-16;198
4055;The Chase;Barron's Educational Series;2020-07-15;76
4056;Sweet Filthy Boy ;York Press;2020-07-15;483
4057;The Killer Angels;Mariner Books;2020-07-16;384
4058;Angels Flight;Faber  Faber;2020-07-15;0
4059;Someone;Simon  Schuster;2020-07-16;743
4060;Love Story;Vintage;2020-07-16;972
4061;Shadow of the Giant;Grand Central Publishing;2020-07-15;160
4062;A Dirty Job;Grand Central Publishing;2020-07-16;96
4063;Captains and the Kings;St. Martin's Griffin;2020-07-16;336
4064;The Wishsong of Shannara ;Grand Central Publishing;2020-07-16;509
4065;First Frost;Modern Library;2020-07-15;221
4066;Runaway Ralph;Greenwillow Books;2020-07-15;341
4067;Woken Furies;Greenwillow Books;2020-07-16;368
4068;The Hard Way;Greenwillow Books;2020-07-15;279
4069;Unwind;Turtleback Books Distributed by Demco Media;2020-07-16;32
4070;"Eats; Shoots and Leaves";Greenwillow Books;2020-07-16;336
4071;Lord Jim;Greenwillow Books;2020-07-15;1227
4072;Dexter in the Dark;Focal Press;2020-07-16;594
4073;Anansi Boys;Indiana University Press;2020-07-16;17
4074;Clockwork Angel;Cengage Learning;2020-07-16;405
4075;Motor Mouth;Vintage;2020-07-15;1096
4076;Good Wives;Paul Dry Books;2020-07-15;427
4077;Forever Peace ;Monkfish Book Publishing;2020-07-16;586
4078;Hidden;William Morrow Paperbacks;2020-07-15;396
4079;Boundaries;Vertigo;2020-07-16;198
4080;The Silence of the Lambs;J'AI LU;2020-07-16;225
4081;First Among Sequels ;Back Bay Books;2020-07-15;338
4082;Black Water;Planeta Publishing;2020-07-16;384
4083;Kar;Dedalus Limited;2020-07-16;86
4084;The Greatest Generation;Kindle;2020-07-16;339
4085;Club Dead;Joanna Cotler Books;2020-07-15;400
4086;The Jungle Book;HarperTeen;2020-07-15;268
4087;Rainbows End;Firebird;2020-07-16;387
4088;Books of Blood: Volume One;Dover Publications;2020-07-15;340
4089;Candide;Bantam;2020-07-16;340
4090;The Family Fang;Knopf Publishing Group;2020-07-16;123
4091;The Sweet Far Thing;Lucent Books;2020-07-15;259
4092;A Crown of Swords;Grove Press;2020-07-16;896
4093;The List;Cherry Red Books;2020-07-16;1313
4094;The Drop;Chronicle Books;2020-07-16;464
4095;Abhorsen;Grove Press;2020-07-15;168
4096;"Boy; Snow; Bird";Library of America;2020-07-15;167
4097;Bone Crossed;Klett;2020-07-16;286
4098;Survivor;Kiepenheuer & Witsch;2020-07-15;416
4099;The Swan Thieves;Moyer Bell and its subsidiaries;2020-07-16;112
4100;Light A Penny Candle;Moyer Bell and its subsidiaries;2020-07-16;113
4101;Breathing Lessons;Moyer Bell and its subsidiaries;2020-07-15;252
4102;The Covenant;Yearling;2020-07-16;70
4103;Snow Crash;Yearling;2020-07-16;64
4104;House of Sand and Fog;Yearling;2020-07-16;80
4105;The Ghost Map;Yearling Books;2020-07-15;276
4106;The Fires of Heaven;Soho Crime;2020-07-15;439
4107;Five Children and It ;Modern Library;2020-07-16;80
4108;The Other Queen;W. W. Norton & Company;2020-07-15;264
4109;Fourth of July Creek;Acropolis Books (NY);2020-07-16;364
4110;Ever After;AVA Publishing;2020-07-16;391
4111;The King's Buccaneer;Penguin Classics;2020-07-15;3
4112;Cook with Jamie;Modern Library;2020-07-16;256
4113;The Third Policeman;Oxford University Press;2020-07-16;512
4114;The Lost Gate;Del Rey;2020-07-16;158
4115;Pollyanna;Penguin Classics;2020-07-15;182
4116;The Hidden Oracle;Borgo Press;2020-07-15;313
4117;Pines;Dover Publications;2020-07-16;193
4118;Bittersweet;Inkling Books;2020-07-15;384
4119;The Scarlatti Inheritance;Oxford University Press  USA;2020-07-16;675
4120;Fall of Giants;Bantam Classics;2020-07-16;832
4121;Hunting Ground;Oxford University Press  USA;2020-07-15;276
4122;The Scar of David;Bloomsbury Academic;2020-07-16;188
4123;Holes;Three Rivers Press;2020-07-16;230
4124;The Candy Shop War;Yale University Press;2020-07-16;232
4125;My Best Friend's Girl;Vintage;2020-07-15;1136
4126;Rilla of Ingleside;時報出版;2020-07-15;256
4127;Gorillas in the Mist;BradyGames;2020-07-16;197
4128;H is for Homicide;Houghton Mifflin Co. (Boston/NY);2020-07-15;379
4129;Everything Leads to You;Washington Square Press;2020-07-16;368
4130;The Troop;Atria Books;2020-07-16;198
4131;Styxx;Washington Square Press;2020-07-15;240
4132;Homeland;Santillana USA Publishing Company;2020-07-16;304
4133;Theodore Rex;Ballantine Books;2020-07-16;838
4134;An Ice Cold Grave;Ace;2020-07-16;796
4135;Hidden Riches;Tyndale Momentum;2020-07-15;467
4136;The Testing;Mariner Books;2020-07-15;192
4137;Darkfall;Berkley;2020-07-16;230
4138;Kitty Goes to Washington;Bethany House Publishers;2020-07-15;548
4139;Welcome to the Jungle;Avon;2020-07-16;344
4140;By the Sword;Bear  Company;2020-07-16;647
4141;Death Comes to Pemberley;Signet;2020-07-15;208
4142;Love Anthony;Daw Books;2020-07-16;208
4143;Authority ;Gollancz;2020-07-16;52
4144;The Beatles: The Biography;Vintage;2020-07-16;388
4145;The Rum Diary;Warners Visions Books;2020-07-15;400
4146;Stargazer;Pocket Books;2020-07-15;208
4147;Twilight;Pan Publishing;2020-07-16;424
4148;Where the Red Fern Grows;Carroll & Graf Publishers;2020-07-15;64
4149;R is for Ricochet;Atria Books;2020-07-16;496
4150;The Buried Giant;Washington Square Press;2020-07-16;528
4151;Frostbite;Atria Books;2020-07-15;448
4152;Finale;Hodder & Stoughton;2020-07-16;432
4153;Abaddon's Gate;Booket;2020-07-16;218
4154;The Midwich Cuckoos;Penguin Books;2020-07-16;450
4155;The Cay;Lübbe;2020-07-15;471
4156;The City of Falling Angels;Kabel  Verlag GmbH Ernst;2020-07-15;352
4157;The Stonekeeper's Curse;Piper;2020-07-16;272
4158;Golden Son;HarperCollins Publishers;2020-07-15;210
4159;Out of the Easy;Penguin Books;2020-07-16;253
4160;The Earthsea Trilogy;Penguin Classics;2020-07-16;867
4161;Cutting for Stone;Bison Books;2020-07-15;696
4162;The Egypt Game;Penguin;2020-07-16;672
4163;The Book with No Pictures;Pavilion Press (Wi);2020-07-16;296
4164;Angels & Demons ;Charnwood;2020-07-16;640
4165;Airman;Modern Library;2020-07-15;400
4166;Memorial Day;Cambridge University Press;2020-07-15;358
4167;Beloved;Revive Publishing;2020-07-16;464
4168;Burial Rites;Oxford University Press;2020-07-15;208
4169;A Good Yarn;Ann Arbor Media;2020-07-16;424
4170;In This Mountain (Mitford);Audio Partners;2020-07-16;181
4171;The Postman;W. W. Norton & Company;2020-07-15;96
4172;The Girl with All the Gifts;NAL;2020-07-16;352
4173;The Nightingale;Mariner Books;2020-07-16;608
4174;Perfect You;Houghton Mifflin Harcourt;2020-07-16;66
4175;Salvation in Death;Buccaneer Books;2020-07-15;264
4176;Glue;Mariner Books;2020-07-15;326
4177;Cuentos de Eva Luna;Mariner Books;2020-07-16;256
4178;A Hat Full of Sky;Mariner Books;2020-07-15;280
4179;The Eagle Has Landed;Mariner Books;2020-07-16;224
4180;Sharpe's Rifles;Penguin Classics;2020-07-16;352
4181;The Little Lady Agency;Mariner Books;2020-07-15;240
4182;The Burning Bridge;Mariner Books;2020-07-16;670
4183;The Mist;Mariner Books;2020-07-16;543
4184;The Prodigal Daughter;Little  Brown and Company;2020-07-16;592
4185;Half Girlfriend;Berkley Books;2020-07-15;506
4186;Fallen;Del Rey Books;2020-07-15;144
4187;Stardust;Penguin;2020-07-16;122
4188;Storm;Planeta Publishing;2020-07-15;119
4189;The Three;W.W. Norton & Company (NYC);2020-07-16;123
4190;Animal Dreams;Bantam;2020-07-16;135
4191;American Born Chinese;Bantam;2020-07-15;672
4192;The Black Box;Carroll & Graf Publishers;2020-07-16;504
4193;The Short Victorious War;Ecco;2020-07-16;696
4194;The Inn At Rose Harbor;University of California Press;2020-07-16;635
4195;The Crippled God;McGraw-Hill Education;2020-07-15;1200
4196;The Day of the Triffids;Berkley;2020-07-15;624
4197;Paranormalcy;Hampton Roads Publishing Company;2020-07-16;366
4198;Think and Grow Rich;Hampton Roads Publishing Company;2020-07-15;411
4199;The Forge of God;Wiley;2020-07-16;57
4200;Uganda Be Kidding Me;Three Rivers Press (CA);2020-07-16;481
4201;Words of Radiance;Yale University Press;2020-07-15;277
4202;Whispers at Moonrise ;Riverhead Hardcover;2020-07-16;64
4203;The Rook;University Press of Mississippi;2020-07-16;200
4204;Lirael;Vintage;2020-07-16;70
4205;Horns;Bloomsbury Children's Books;2020-07-15;36
4206;Heir of Fire;Canongate U.S.;2020-07-15;43
4207;Magic Bleeds;Grove Press;2020-07-16;311
4208;Ya-Yas in Bloom;Vintage;2020-07-15;320
4209;Rama II;Vintage;2020-07-16;288
4210;Cursor's Fury;Grove Press;2020-07-16;46
4211;Daughter of the Blood;Mariner Books;2020-07-15;640
4212;Blood Bound;Vintage;2020-07-16;304
4213;Five Run Away Together;Brill/Rodopi;2020-07-16;185
4214;The Lord of the Rings;Bloomsbury Publishing PLC;2020-07-16;464
4215;The First Part Last;Headline Book Publishing;2020-07-15;251
4216;The Winner;Galahad Books;2020-07-15;160
4217;Mind Prey;Anchor;2020-07-16;160
4218;Taran Wanderer;Citadel;2020-07-15;247
4219;The Prince;Random House Books for Young Readers;2020-07-16;256
4220;Lord Loss;Marion Boyars Publishers Ltd;2020-07-16;735
4221;A Girl Like You;Harper Perennial;2020-07-15;768
4222;Smile;William Morrow Paperbacks;2020-07-16;184
4223;Princess in Training;William Morrow Paperbacks;2020-07-16;528
4224;Rot & Ruin;William Morrow Paperbacks;2020-07-16;198
4225;Flaskepost fra P;William Morrow;2020-07-15;194
4226;Fudge-a-Mania;Black Swan;2020-07-15;352
4227;Intertwined;Doubleday;2020-07-16;312
4228;Cat's Cradle;Doubleday;2020-07-15;272
4229;The Ship Who Sang;Penguin Books;2020-07-16;272
4230;Grasshopper Jungle;Abrams;2020-07-16;176
4231;The Uncommon Reader ;BBC Audiobooks;2020-07-15;496
4232;Never Have I Ever ;Random House Mondadori;2020-07-16;588
4233;The Very Quiet Cricket;Knopf Publishing Group;2020-07-16;673
4234;The Looking Glass Wars;Warner Books;2020-07-16;816
4235;Unnatural Death;Vision;2020-07-15;129
4236;The Duke and I;Pan Publishing;2020-07-15;132
4237;The Haunted Mask;Free Press;2020-07-16;160
4238;Girl in a Band;Clarion Books;2020-07-15;528
4239;Turn Coat;Flamingo;2020-07-16;464
4240;Surfacing;Free Press;2020-07-16;576
4241;Glamorama;Free Press;2020-07-15;320
4242;Influx;Del Rey;2020-07-16;324
4243;The Beet Queen;Salem Press Inc;2020-07-16;316
4244;Dreaming of You ;SaltRiver;2020-07-16;160
4245;"Lover Enshrined; part two";Headline;2020-07-15;192
4246;The Power of Habit;Penguin Books;2020-07-15;448
4247;A Morbid Taste for Bones;Pantheon Books;2020-07-16;156
4248;The Emperor's Tomb;Bantam;2020-07-15;272
4249;Blackberry Wine;Deutscher Taschenbuch Verlag;2020-07-16;306
4250;A Son of the Circus;DAW;2020-07-16;1040
4251;Article 5;Houghton Mifflin Harcourt;2020-07-15;485
4252;Natchez Burning;DAW Books;2020-07-16;194
4253;The Apprentice;DAW;2020-07-16;187
4254;Hold Tight;Houghton Mifflin Harcourt;2020-07-16;230
4255;Stoner;Houghton Mifflin Harcourt;2020-07-15;170
4256;The Mad Ship;Houghton Mifflin;2020-07-15;192
4257;Broken;HarperCollins Publishers Ltd;2020-07-16;640
4258;The Broker;HarperCollins;2020-07-15;279
4259;Halo;Berkley;2020-07-16;220
4260;Envy;Berkley Trade;2020-07-16;152
4261;The Bean Trees;Rough Guides;2020-07-15;136
4262;The Program;Rough Guides;2020-07-16;166
4263;A Room with a View;聯經出版事業股份有限公司;2020-07-16;176
4264;The Two Towers;University of Utah Press;2020-07-16;198
4265;Futures and Frosting;Mariner Books;2020-07-15;402
4266;The Inner Circle;Berkley;2020-07-15;1144
4267;The Sum of All Fears;St. Martin's True Crime;2020-07-16;304
4268;Austerlitz;Basic Books;2020-07-15;366
4269;Palestine;Bantam;2020-07-16;305
4270;The Sandcastle Girls;聯經出版事業股份有限公司;2020-07-16;384
4271;Xenocide;Gallery Books;2020-07-15;330
4272;The Pillars of Creation;BBC Audiobooks Ltd;2020-07-16;406
4273;The Inimitable Jeeves ;Houghton Mifflin Company;2020-07-16;161
4274;Sacajawea;Collins Modern Classics;2020-07-16;240
4275;The Obelisk Gate;Roc Trade;2020-07-15;288
4276;Circling the Sun;Houghton Mifflin;2020-07-15;156
4277;Shadow of Night;Pocket;2020-07-16;336
4278;Teacher Man;BBC Audiobooks;2020-07-15;320
4279;Don't Waste Your Life;Quality Paperback Book Club;2020-07-16;483
4280;Cosmos;Back Bay Books;2020-07-16;192
4281;Hannibal;Back Bay Books;2020-07-15;368
4282;Changes;Little Brown and Company;2020-07-16;241
4283;Kim;Little Brown and Company;2020-07-16;272
4284;Black Rose;London : Faber  2002;2020-07-16;346
4285;Promised;Houghton Mifflin;2020-07-15;964
4286;Memnoch The Devil;HarperCollins Publishers;2020-07-15;329
4287;Full Moon Rising;Tor Books;2020-07-16;56
4288;Everything I Never Told You;Tor Books;2020-07-15;400
4289;Piercing the Darkness;Tor Fantasy;2020-07-16;256
4290;Across the Universe;Tor Books;2020-07-16;208
4291;Nature Girl;Tor Fantasy;2020-07-15;312
4292;Scandal in Spring;Severn House;2020-07-16;176
4293;Cress;Avon Books;2020-07-16;89
4294;Assholes Finish First;Tor Fantasy;2020-07-16;40
4295;Good in Bed;Ace Books;2020-07-15;850
4296;Carpe Corpus;Del Rey Books;2020-07-15;448
4297;Tears of a Tiger;Tor Fantasy;2020-07-16;32
4298;Eloise;Tor Books;2020-07-15;288
4299;Rage;Tor Fantasy;2020-07-16;288
4300;Amsterdam;Eos;2020-07-16;10
4301;The Story of Art;Tor Fantasy;2020-07-15;326
4302;Hell's Corner ;Tor Books;2020-07-16;178
4303;I Too Had A Love Story;Tor Fantasy;2020-07-16;378
4304;Pale Fire;Wings;2020-07-16;435
4305;Orthodoxy;Ace;2020-07-15;118
4306;One Day at Horrorland;Ace;2020-07-15;144
4307;The House of Silk;Ace Books;2020-07-16;336
4308;Staked;Ace;2020-07-15;384
4309;Kiss of Crimson ;Corgi;2020-07-16;522
4310;The Cold Moon;Del Rey;2020-07-16;208
4311;The Spectacular Now;ACE;2020-07-15;128
4312;A Beautiful Mind;Ace;2020-07-16;228
4313;In the Night Kitchen;Tor Books;2020-07-16;164
4314;The Autograph Man;Anchor Bible;2020-07-16;313
4315;The Aeronaut's Windlass ;Anchor Bible;2020-07-15;337
4316;The Wonder;Avon;2020-07-15;326
4317;Grave Mercy;Avon Books;2020-07-16;312
4318;Truce;Tor Books;2020-07-15;353
4319;Eldest;Del Rey Books;2020-07-16;541
4320;Tampa;Ballantine Books;2020-07-16;56
4321;Cry to Heaven;Del Rey;2020-07-15;244
4322;One Shot;Del Rey Books;2020-07-16;424
4323;A Simple Plan;Del Rey;2020-07-16;320
4324;Telegraph Avenue;Del Rey Books;2020-07-16;30
4325;Infidel;Del Rey;2020-07-15;1200
4326;Prayers for Sale;Earthlight;2020-07-15;463
4327;Bite Me If You Can;Del Rey;2020-07-16;528
4328;Forest Born;Orbit;2020-07-15;576
4329;All-American Girl;Del Rey;2020-07-16;384
4330;Fantasy Lover;Del Rey Books;2020-07-16;167
4331;A Place Called Freedom;Del Rey;2020-07-15;192
4332;Spark;Yale University Press;2020-07-16;511
4333;Rainbow Valley;Grove Press;2020-07-16;212
4334;Flag in Exile;Yale University Press;2020-07-16;453
4335;If I Stay;Archipelago Books;2020-07-15;401
4336;Shock Wave;McSweeney's;2020-07-15;342
4337;High Fidelity;Vintage Books;2020-07-16;822
4338;Captivated by You;HarperTrophy;2020-07-15;383
4339;Cross;Celestial Arts;2020-07-16;351
4340;Mr Maybe;Pinter & Martin Ltd;2020-07-16;11
4341;Alif the Unseen;Delta;2020-07-15;356
4342;Mortal Prey;Jones & Bartlett Publishers;2020-07-16;0
4343;Gone;McSweeney's;2020-07-16;289
4344;Elle s'appelait Sarah;Northwestern University Press;2020-07-16;672
4345;Windmills of the Gods;University of Chicago Press;2020-07-15;324
4346;The Partner;Simon  Schuster;2020-07-15;384
4347;Mystery;Harpperen;2020-07-16;192
4348;Deadhouse Gates;Harper Perennial Modern Classics;2020-07-15;156
4349;The Vanished Man;Library of America;2020-07-16;371
4350;The Double Bind;Signet Classics;2020-07-16;384
